Player,Games,LP,Region,Platform,Character,Overall,AlexWin,AlexGames,BirdieWin,BirdieGames,CammyWin,CammyGames,ChunWin,ChunGames,ClawWin,ClawGames,DhalsimWin,DhalsimGames,DictatorWin, DictatorGames,FangWin,FangGames,KarinWin,KarinGames,KenWin,KenGames,LauraWin,LauraGames,NashWin,NashGames,NecalliWin,NecalliGames,RMikaWin,RMikaGames,RashidWin,RashidGames,RyuWin,RyuGames,ZangiefWin,ZangiefGames
TS-Sabin,881,13746,USA,PSN,Dhalsim,93,75,12,93,66,93,49,86,44,94,38,98,53,91,85,87,31,95,88,94,58,96,32,93,77,94,84,92,50,96,30,96,66,88,18
Fchampryan,480,12316,USA,STEAM,Dhalsim,92,90,21,94,18,93,30,96,28,75,28,100,34,95,24,100,9,94,34,91,36,90,21,92,40,97,35,90,21,90,21,88,61,94,17
FlashMetroid,648,12082,USA,PSN,Claw,87,90,32,75,24,100,37,90,21,81,49,93,29,87,48,94,19,85,70,95,46,95,42,83,60,76,25,76,34,90,33,89,65,92,13
BabyBel,614,12965,DEU,STEAM,Ken,92,93,16,90,22,84,33,97,38,96,28,76,26,97,46,88,17,89,66,96,30,100,42,93,48,91,37,86,15,90,40,94,58,87,16
TheGoldRoom,837,11993,GBR,STEAM,Dhalsim,84,88,9,74,54,77,57,90,41,96,53,93,16,72,91,78,14,83,65,85,49,81,33,91,67,91,57,78,33,74,35,93,92,75,16
BaLBaLoL,587,12129,GBR,STEAM,Nash,90,0,0,78,19,100,17,100,16,80,20,100,5,88,34,100,6,93,32,90,31,91,23,89,46,86,23,84,13,100,11,94,54,85,7
Backdash_Luffy,510,13028,FRA,PSN,Nash,97,100,28,100,17,100,10,100,17,95,23,90,11,86,52,100,11,100,62,97,36,94,38,98,74,100,13,100,23,100,9,100,77,100,9
Phenom,660,11983,NOR,PSN,Dictator,90,100,10,89,19,100,16,70,17,79,24,100,12,78,47,100,16,94,39,93,33,93,16,93,45,97,36,96,27,86,15,92,67,82,28
yuhi-hikali,752,11982,JPN,PSN,Necalli,93,100,6,94,34,98,50,97,48,93,29,86,22,83,54,92,13,97,70,97,70,89,59,93,60,90,53,87,32,89,57,96,86,87,8
Somniac,852,11511,AUS,STEAM,Dictator,92,94,51,96,31,100,24,100,27,100,32,89,29,78,38,92,13,88,52,88,70,93,33,97,88,95,47,93,73,88,17,90,131,95,22
Beni_Best,789,11367,ISR,STEAM,Cammy,87,93,15,66,54,91,34,91,37,90,20,68,25,82,76,100,20,92,65,94,71,87,49,90,75,94,36,80,35,86,15,92,128,83,31
ConchitaWurst,626,11409,OTH,STEAM,Nash,87,85,20,76,17,80,21,75,8,75,24,72,22,75,16,86,15,100,22,90,22,94,35,92,40,81,22,84,26,90,11,94,67,100,8
hirot_p38,488,11486,JPN,PSN,Chun Li,90,100,16,100,7,79,29,91,46,80,21,87,24,92,26,91,12,96,52,86,29,95,23,81,48,89,19,97,42,93,33,93,44,94,17
GinoDacampo,829,11042,GBR,STEAM,Laura,82,100,13,83,53,73,76,90,43,80,45,74,39,83,68,89,29,78,84,89,38,84,33,90,54,79,48,85,40,81,32,75,104,86,30
damdai,581,11390,USA,PSN,Ryu,88,100,6,92,26,87,39,94,36,83,37,95,24,77,49,70,10,93,61,97,39,100,49,80,55,89,37,77,27,86,22,92,41,91,23
TampaBison,910,10730,USA,PSN,Dictator,86,84,26,78,33,90,53,78,46,77,49,76,39,94,68,79,24,88,96,89,75,80,57,90,61,87,48,82,56,86,38,91,116,95,24
Cobelcog,589,10078,IRL,PSN,Cammy,85,90,10,75,40,92,27,73,19,85,27,95,22,84,76,100,11,90,52,84,44,83,42,82,47,89,46,71,28,82,17,94,67,85,14
F3alucarD,569,12398,USA,PSN,Birdie,85,96,26,89,29,73,15,71,28,85,28,85,7,86,15,71,7,88,45,86,22,68,16,82,23,81,16,93,15,100,6,90,31,100,11
bisonfan20,381,10811,GBR,PSN,Dictator,85,100,1,75,8,60,20,86,15,87,32,69,33,87,41,83,12,95,20,90,20,78,32,96,33,91,24,91,12,86,23,95,41,85,14
spaghettiman,344,10541,JPN,PSN,Laura,82,100,5,81,11,79,24,76,21,80,10,50,14,91,24,83,6,71,28,92,38,100,15,82,34,90,20,84,19,68,16,84,39,71,7
ning726,974,10100,USA,PSN,Dictator,80,95,24,79,58,81,61,71,52,75,53,66,42,88,76,71,14,83,95,89,68,62,54,90,72,87,70,69,71,82,41,85,99,70,24
Aozaki_Kyo,966,11254,OTH,PSN,Karin,81,85,60,84,39,76,56,75,54,71,60,87,32,79,63,70,27,84,88,83,54,86,69,86,79,73,69,80,55,81,32,90,84,82,45
3nodx2,646,10440,JPN,PSN,Chun Li,83,0,0,94,19,76,34,76,17,100,7,58,12,88,27,70,17,92,40,88,26,100,20,73,26,85,14,93,15,77,18,78,47,100,8
-Keoma-,715,10420,BRA,STEAM,Karin,86,88,18,68,19,92,38,82,39,76,65,88,25,83,60,78,14,88,87,82,46,91,56,87,56,83,37,88,35,84,13,90,84,95,23
WORLD_COMBO,1104,11580,JPN,PSN,Fang,81,100,11,80,56,62,78,82,74,88,36,69,42,79,81,85,34,91,99,91,61,83,72,74,103,86,72,89,67,64,64,85,128,96,26
Majorboy19,846,10860,JPN,STEAM,Chun Li,85,93,16,90,31,88,45,80,67,88,36,63,22,83,36,94,18,87,77,86,73,88,45,80,87,88,54,82,39,89,49,84,126,84,25
zaqzaqzaq,354,11701,JPN,PSN,Chun Li,92,100,8,92,13,82,23,96,25,100,15,100,13,100,10,100,5,100,16,86,38,100,22,97,35,83,18,92,25,95,24,82,58,100,6
Rhyllis,427,10286,CAN,PSN,Fang,84,100,1,87,32,83,30,93,29,71,21,87,24,79,48,80,10,86,36,77,31,100,21,82,29,86,30,76,25,86,15,94,34,72,11
Verloren,654,10283,KOR,STEAM,Cammy,85,100,7,90,20,90,66,85,42,81,11,88,17,82,41,90,11,87,48,87,56,93,43,79,72,84,44,79,29,84,32,83,80,93,16
Ca55hern,743,10061,GRC,STEAM,Nash,86,92,27,76,25,88,34,96,28,95,24,70,24,79,62,84,19,81,72,94,54,83,36,85,92,83,42,84,33,86,29,91,117,87,24
VFM_WOLFMAN,711,10376,MAR,PSN,Rashid,87,100,8,92,27,86,29,83,37,82,39,72,36,87,80,66,6,91,57,97,44,80,42,85,60,81,43,91,34,90,22,90,134,92,13
osayu-,485,10050,JPN,PSN,Cammy,84,100,15,80,20,72,29,90,33,100,16,83,12,82,39,88,9,66,30,90,40,88,27,90,30,81,22,81,32,90,20,85,42,88,9
RealMenaceTV,754,10330,GBR,PSN,Chun Li,82,100,4,75,48,76,50,82,39,90,43,50,28,82,68,87,16,91,62,85,48,84,32,80,72,77,54,82,23,76,17,87,123,84,25
ClimaxX,416,10379,MAR,PSN,Dictator,83,91,12,80,21,64,17,66,12,77,9,42,7,76,46,86,15,91,49,90,20,57,21,90,66,96,26,73,19,82,17,86,45,100,14
GentlemanThief,935,10043,OTH,PSN,R. Mika,83,80,21,83,67,84,39,84,69,79,43,80,41,85,64,88,26,80,77,86,65,94,52,86,101,75,56,90,60,83,43,80,94,76,17
Billy_Cat,879,10127,JPN,PSN,Ryu,76,92,13,69,39,71,45,75,56,84,32,71,49,75,58,73,26,74,74,80,72,81,60,65,82,79,53,76,39,83,49,75,105,90,21
Despair_Syndrome,260,10086,JPN,STEAM,Dictator,93,0,0,100,14,85,7,89,28,100,7,100,9,94,59,100,2,100,13,76,17,87,8,100,17,90,10,87,8,100,2,100,11,75,4
kyo_anton,577,10280,JPN,STEAM,Nash,89,80,5,84,13,93,43,92,28,78,28,83,18,84,50,91,23,97,43,90,42,87,33,93,58,88,35,88,36,94,36,91,70,81,16
KillaKeeeeen,449,10399,USA,STEAM,Ken,89,100,26,83,30,88,17,95,21,85,21,68,29,96,25,100,4,86,37,96,31,100,26,81,48,87,16,92,26,100,22,88,60,100,10
On_KGBIFidoskin,925,9983,RUS,STEAM,Fang,81,96,26,67,52,96,30,67,34,77,45,52,19,81,97,80,20,82,78,83,60,86,36,85,91,76,55,78,51,80,45,91,134,76,38
AlphaBee,380,10026,USA,STEAM,Dictator,94,100,3,100,20,100,22,100,31,100,12,63,22,96,32,88,9,98,56,88,17,91,23,94,34,90,21,100,16,100,14,94,36,100,12
Aerorockman,694,10175,FRA,STEAM,Dictator,75,100,10,66,39,78,42,71,28,68,16,72,22,76,64,81,11,71,77,84,50,64,28,76,68,68,50,70,24,58,24,84,113,71,28
gachikun,615,10025,JPN,PSN,Rashid,78,100,2,83,18,81,37,78,38,64,25,84,19,78,38,65,23,82,57,84,52,76,30,68,79,80,41,76,30,85,40,87,66,65,20
SF5-NL,898,9674,KOR,PSN,Ryu,78,83,12,94,34,78,47,71,52,78,41,80,45,75,56,62,32,92,69,73,91,78,42,70,94,90,61,87,49,81,58,74,100,92,14
skillsmith,412,10015,USA,PSN,Necalli,77,100,8,58,24,94,18,75,33,75,20,51,31,59,27,83,12,82,39,85,20,100,24,72,25,70,17,77,36,85,14,90,44,85,20
Erunaka,826,10120,JPN,PSN,Nash,85,94,17,93,29,80,103,72,68,87,31,60,20,83,30,61,18,91,71,92,69,87,57,90,66,90,50,89,38,79,53,87,90,85,14
memememe,609,10033,JPN,PSN,Ryu,82,0,0,80,26,76,52,76,43,76,21,92,13,91,36,72,18,85,49,79,53,82,41,68,69,86,46,90,20,88,34,90,82,100,6
3Dolla,422,9975,OTH,PSN,Karin,90,100,11,92,14,100,13,83,24,92,13,90,10,85,34,94,17,86,50,90,21,100,27,95,24,100,20,83,37,72,11,95,44,83,6
torachin0630,563,10243,JPN,PSN,Nash,84,100,11,76,21,83,30,85,47,57,19,68,16,76,47,85,14,86,43,91,62,90,20,87,55,78,38,75,32,80,35,93,63,100,10
Nutrient,637,10365,CIV,PSN,Birdie,85,80,10,88,36,86,29,80,40,93,31,61,21,82,73,66,9,87,58,89,58,90,21,84,59,87,40,82,39,76,21,90,76,93,15
NPB_ken,439,10758,JPN,STEAM,Chun Li,87,100,16,87,16,90,20,72,25,88,25,100,6,92,26,61,13,92,39,86,60,85,21,92,40,86,22,87,24,80,21,92,53,72,11
REBELO,649,10083,CAN,PSN,Nash,83,100,7,73,34,82,34,78,61,81,37,76,17,83,43,92,13,80,57,89,47,82,50,81,54,78,52,73,30,96,27,93,64,100,22
Jijidalal7,341,10113,GBR,PSN,Necalli,90,100,8,80,15,90,10,62,8,81,11,75,8,86,30,87,8,96,32,96,25,88,27,100,28,89,19,94,18,100,14,89,65,93,15
OmGiTzChun,693,10257,USA,STEAM,R. Mika,81,82,58,78,32,82,35,79,34,87,47,76,47,100,32,78,23,75,72,88,35,89,38,87,32,77,54,85,40,87,24,76,72,66,15
broski,474,10096,GBR,STEAM,Dhalsim,80,100,2,75,24,77,27,88,9,90,21,87,8,67,62,90,10,87,47,72,22,76,42,84,26,86,22,65,26,70,17,90,54,100,16
ChrisWong_HK,625,10008,OTH,PSN,Nash,86,84,13,95,24,81,32,84,38,74,31,86,23,81,48,88,17,93,58,92,55,68,29,93,76,77,53,82,17,76,39,93,62,100,10
SoSickNASHFAN,631,10410,USA,PSN,Karin,82,0,0,80,20,75,24,77,18,85,14,68,16,70,31,60,10,83,37,93,29,91,24,82,41,83,24,84,32,95,22,84,52,100,11
nekonekodog,485,10278,JPN,PSN,Claw,80,90,10,84,19,85,27,80,30,79,29,81,11,72,29,100,3,84,50,88,62,75,12,75,57,78,33,80,21,82,17,77,53,75,8
GamerBee,574,8938,OTH,PSN,Necalli,86,100,7,81,11,70,24,90,21,94,17,100,11,75,16,100,7,95,20,82,34,81,16,75,45,100,17,90,21,92,14,86,23,92,13
PR-Balrog,623,10206,USA,STEAM,Necalli,89,84,13,100,13,89,28,90,22,92,13,85,20,84,26,96,27,92,27,85,40,92,14,96,32,95,20,93,15,76,13,84,26,90,10
VenomOfTuesday,444,10363,OTH,STEAM,Dictator,83,90,21,50,12,88,18,53,13,92,27,93,16,78,65,100,5,89,37,86,23,83,12,76,47,83,18,80,26,82,17,89,77,77,9
MarnHQ,747,9710,OTH,STEAM,R. Mika,78,86,23,70,30,92,25,77,58,75,36,72,29,85,35,83,24,81,49,78,84,79,48,78,69,73,49,80,40,81,27,78,71,72,18
NotMyRealName,523,9904,FRA,PSN,Zangief,87,100,9,84,13,100,13,100,18,90,10,30,10,92,28,87,8,92,25,92,26,84,13,84,25,81,16,100,17,80,10,85,48,72,11
kawawa7,260,9994,JPN,PSN,Cammy,83,100,5,100,9,81,11,73,26,100,12,71,7,88,26,80,10,100,13,76,13,88,18,84,33,63,19,77,9,88,9,90,32,62,8
GarioZzz,1055,10030,JPN,PSN,Nash,76,100,11,72,37,75,86,81,69,93,32,78,32,64,74,73,23,87,73,83,90,67,77,63,80,73,68,77,48,77,76,77,154,80,25
nuki777,653,9992,JPN,PSN,Chun Li,81,100,7,100,21,83,48,64,54,81,32,83,18,92,39,64,14,90,71,76,39,78,42,81,83,87,33,86,38,77,35,82,63,60,15
LegendarySaiyan-,740,10040,USA,PSN,Laura,76,84,19,82,41,70,37,58,36,79,43,70,34,75,49,88,27,72,86,71,63,84,45,84,76,78,37,81,32,80,21,73,75,57,19
RZR_INFILTRATlON,109,9693,PRK,PSN,Karin,91,0,0,85,7,100,7,100,8,100,7,100,4,100,7,66,3,100,6,100,13,100,4,90,11,87,8,83,6,0,1,80,15,100,2
waist100cm,357,9652,OTH,PSN,Laura,81,72,11,80,10,84,13,90,20,69,43,92,14,86,15,100,4,88,26,89,38,82,17,79,29,76,21,87,16,65,26,82,35,76,13
Sofitia,963,9763,CAN,STEAM,Chun Li,86,94,18,83,48,82,39,89,47,85,41,86,46,87,87,68,19,83,95,83,49,88,71,86,120,84,58,75,60,96,31,91,98,96,32
DR_SMUGGLES_PhD,597,9432,USA,PSN,Karin,82,100,19,83,31,84,25,73,38,82,39,88,18,75,36,93,15,77,68,84,39,81,44,77,49,91,36,77,40,70,17,88,62,80,15
Pontio,900,9817,JPN,STEAM,Claw,84,94,19,88,26,80,66,76,50,76,25,84,39,80,50,77,35,92,63,93,66,82,70,87,81,86,67,95,45,80,46,74,114,94,38
HelloKittyRicki,521,9517,USA,PSN,Chun Li,91,100,7,91,37,93,16,90,32,90,20,94,18,91,37,100,18,91,37,90,42,92,27,94,36,78,33,96,26,100,5,91,46,92,13
gsgllty,845,9946,USA,PSN,Dhalsim,75,78,23,65,38,79,49,80,50,83,31,33,24,85,62,80,26,76,82,72,62,76,59,80,72,59,54,66,56,76,38,82,93,78,23
-Vagabond-,372,9615,USA,PSN,Necalli,86,83,6,85,20,89,19,94,19,80,20,60,5,81,32,100,12,91,35,80,42,90,20,83,24,85,20,81,22,87,16,89,38,90,10
Verdoyance,458,9051,FRA,PSN,Birdie,80,25,8,61,21,83,30,85,20,80,10,76,13,84,39,76,13,82,35,76,46,85,21,66,33,82,17,84,26,78,14,93,66,72,11
ArliethTralare,532,10008,USA,STEAM,Claw,78,75,16,82,17,80,41,84,25,72,18,72,18,81,32,81,16,91,45,81,37,65,44,73,60,60,35,89,28,85,20,84,59,80,21
Palmeirense_crt,605,10088,BRA,STEAM,Laura,83,90,11,70,20,87,24,86,15,81,16,70,24,87,56,62,8,82,51,92,51,71,42,86,82,74,58,85,28,76,17,88,78,91,24
Brolylegs,1050,9555,USA,PSN,Chun Li,73,71,39,64,73,90,53,82,58,77,61,65,46,72,83,84,19,75,95,75,68,75,61,65,89,74,55,59,64,75,44,75,119,86,23
Brian_F,501,9174,USA,PSN,Necalli,70,100,8,68,19,74,75,62,37,77,22,33,12,73,26,60,5,73,42,72,36,75,29,78,64,53,30,46,28,87,8,73,45,91,12
Gagapa,780,9790,FRA,PSN,Dictator,84,100,3,81,33,80,42,87,31,79,44,66,36,79,54,66,9,87,80,89,38,88,63,82,68,82,67,92,41,88,34,88,117,90,20
hahaahahahahhaah,306,9527,USA,PSN,Necalli,80,75,16,76,17,100,5,50,16,86,29,50,14,83,12,100,4,78,32,93,15,87,16,90,21,75,12,78,46,100,8,85,35,100,8
iidxutj,260,9215,USA,STEAM,Dhalsim,82,0,0,83,12,81,16,76,21,86,15,61,13,91,23,83,6,86,22,88,17,84,13,68,16,75,20,76,21,90,10,93,30,100,5
MagMan,338,9648,USA,STEAM,Karin,80,93,16,50,14,81,16,60,23,75,12,76,21,78,14,83,6,83,36,89,29,78,14,85,34,71,28,87,16,80,15,90,32,85,7
El_Tigre_Acosta,407,9176,ARG,STEAM,Birdie,87,90,11,100,5,100,6,50,2,100,5,100,12,92,27,90,11,85,28,84,13,86,15,76,17,70,17,100,6,100,4,87,49,85,7
Fasoll,478,9310,ESP,PSN,Ryu,85,88,9,90,11,90,20,76,25,92,26,54,11,91,35,84,13,100,23,77,53,80,50,93,45,91,23,82,17,69,13,86,65,100,17
imstilldadaddy,616,9518,GBR,PSN,Laura,76,80,10,80,41,54,24,88,27,83,24,74,39,61,86,58,12,74,51,79,43,93,47,78,46,72,29,83,31,90,10,82,57,68,19
Akainu,345,9135,FRA,PSN,Nash,84,50,2,83,12,90,32,88,18,81,16,81,11,68,38,75,8,70,31,93,31,100,6,82,34,100,22,82,17,86,15,88,43,100,9
FH-Brickterium,420,9233,IRL,PSN,Necalli,87,100,1,77,22,77,22,76,13,95,23,100,23,86,43,80,10,90,20,80,26,94,18,82,28,90,30,95,22,90,10,90,61,70,10
GODSGARDEN-PS4,270,9508,JPN,PSN,Cammy,90,0,0,66,9,100,6,69,13,100,4,100,4,100,7,100,4,95,22,81,16,91,12,100,12,83,6,100,12,100,10,95,24,81,11
Cuongster,369,10396,FRA,PSN,Cammy,83,87,16,100,8,94,19,100,11,77,9,57,26,88,27,100,18,84,38,77,36,68,29,92,13,82,23,86,23,75,8,84,52,81,11
Monopr2,374,10377,USA,PSN,Fang,85,81,33,100,19,90,20,83,18,93,15,65,20,88,42,85,7,86,30,78,33,75,12,100,23,90,10,76,34,100,16,90,32,80,10
Sildenafl,358,9022,AUS,STEAM,Ryu,91,100,2,78,14,100,18,100,24,100,4,88,18,86,23,76,13,89,29,85,28,95,24,90,33,95,20,78,28,92,14,100,58,87,8
TriggerSFV,484,9850,USA,STEAM,Ryu,96,100,7,90,22,100,31,100,22,95,22,90,22,95,45,100,15,97,45,97,38,96,32,97,44,92,25,100,20,100,21,96,56,100,17
Humanbomb,507,9606,OTH,PSN,Chun Li,86,91,12,88,25,83,36,85,21,93,15,64,28,90,40,54,11,87,31,88,26,88,36,81,48,90,33,90,32,92,25,96,65,68,16
tatsunical,433,9118,USA,STEAM,Necalli,82,90,10,80,15,82,29,61,31,72,22,87,16,80,31,77,9,86,45,85,34,93,31,80,25,84,19,84,32,95,23,77,44,88,17
Something-Unique,644,10257,USA,PSN,Ken,68,76,38,76,30,65,40,61,26,63,46,71,38,65,29,50,20,61,47,75,48,68,35,60,51,57,45,79,49,72,11,68,67,83,24
mattbison,567,9017,CAN,STEAM,Dictator,90,100,1,95,24,93,33,82,35,82,29,72,18,93,47,91,12,90,44,90,33,93,31,78,52,91,60,90,33,84,26,100,65,95,24
SaibaJoichiro,483,9629,USA,PSN,Cammy,85,100,4,75,28,87,33,74,27,81,27,95,21,91,45,90,10,93,46,91,24,90,32,88,44,86,22,64,34,86,23,88,51,83,12
AresFR,291,8937,FRA,PSN,Nash,92,0,1,87,8,100,18,90,11,87,8,100,7,88,27,100,7,100,22,90,32,80,15,85,28,87,16,88,9,100,13,95,62,100,7
PxG_Ice,298,8871,USA,PSN,Dictator,89,100,2,86,22,81,16,83,12,100,17,92,13,97,35,83,6,94,17,96,25,86,23,87,32,83,18,78,14,92,13,88,25,100,8
MessiIshibashi,342,9023,JPN,STEAM,Cammy,92,0,0,100,7,76,13,88,17,100,10,91,12,100,21,100,11,89,29,90,22,93,15,92,26,90,10,100,12,93,16,91,24,100,5
Arydoon,501,9756,DZA,PSN,Nash,85,88,9,85,27,95,23,95,24,94,19,61,13,73,46,69,13,87,48,86,37,91,24,83,48,80,31,68,19,90,20,88,87,100,10
JF_Atropos,190,9088,GRC,PSN,Ken,75,100,4,75,8,57,7,100,3,58,12,100,3,57,26,100,2,100,11,75,20,88,9,72,22,100,10,80,5,40,5,82,41,0,2
bebop207,1462,9957,JPN,PSN,Rashid,75,85,28,76,72,72,81,73,90,71,69,67,61,71,81,76,46,78,130,80,135,76,86,73,118,78,112,73,68,80,94,76,142,63,49
Lagerborg,477,9067,SWE,STEAM,Chun Li,83,100,3,76,21,77,35,81,16,95,21,68,22,82,46,76,13,88,35,90,20,91,34,72,51,75,24,83,24,85,14,94,59,94,18
torimesingo,406,9479,JPN,PSN,Dhalsim,90,100,4,94,19,92,26,87,24,89,19,92,13,87,32,90,11,90,31,89,47,95,23,97,34,100,27,75,24,70,17,91,49,100,6
bipson,375,9197,DEU,STEAM,Dictator,93,100,2,83,12,95,23,90,22,84,13,62,8,88,25,83,6,97,34,97,42,100,12,97,47,100,18,100,13,100,14,93,73,90,11
itazan,592,9587,JPN,STEAM,Zangief,78,94,17,87,16,80,21,68,29,69,36,50,10,90,22,81,11,84,46,68,29,88,35,75,53,67,28,85,28,69,13,83,49,80,15
TTrema,378,8720,BRA,STEAM,Nash,83,87,8,83,24,73,19,90,21,53,13,52,23,89,29,100,4,67,34,96,30,90,31,92,50,70,10,100,8,57,7,90,54,100,13
jemin-pc,294,10657,ALB,STEAM,Ken,87,94,19,93,16,75,4,66,6,76,21,54,11,89,28,100,7,87,31,93,16,100,19,100,24,70,20,90,20,86,15,92,26,90,11
p4_esuta,782,9181,JPN,PSN,Ryu,76,100,11,72,43,80,45,65,43,64,25,79,29,70,54,70,20,80,68,79,54,87,41,67,77,84,51,86,36,70,51,76,103,73,30
Tsvill,495,9950,JPN,PSN,Birdie,82,100,9,77,22,75,29,82,28,75,16,66,12,95,23,77,9,100,35,80,35,89,28,80,50,79,44,80,35,76,39,86,61,83,18
H-2-3-7,979,10205,GBR,PSN,Cammy,80,100,17,75,49,72,43,70,31,83,30,62,43,87,90,77,27,77,105,77,57,87,49,88,87,76,43,81,38,72,33,86,102,73,19
YHCmochi,292,9500,JPN,PSN,Dhalsim,81,76,17,83,12,84,13,86,15,64,14,80,15,69,13,80,5,94,17,82,23,73,15,70,30,95,20,88,18,58,17,94,35,92,13
DRAGONEYEZ,563,9999,OTH,STEAM,Ryu,84,90,31,100,12,66,24,83,12,100,16,61,13,90,21,100,4,86,30,83,24,93,15,79,59,55,9,76,25,85,7,97,34,66,3
SAULABIS,875,8667,KOR,PSN,Rashid,79,92,13,71,46,79,54,71,42,85,28,87,40,83,54,70,27,80,75,78,74,89,64,78,85,90,51,79,48,69,56,74,101,84,13
GOL_Zaith,399,8653,USA,STEAM,Birdie,81,66,12,73,15,85,28,85,21,93,15,83,12,69,33,70,10,78,42,79,44,70,20,86,29,88,25,73,26,70,10,97,41,83,12
LCD_yamamoto,564,9954,JPN,STEAM,Chun Li,80,77,9,86,23,80,47,66,21,81,16,71,28,77,31,66,21,82,51,84,59,88,26,83,56,80,47,78,33,80,25,80,63,62,8
Sikabonzai,646,9313,FIN,STEAM,Zangief,84,100,6,75,24,90,22,70,48,90,33,47,21,87,55,80,26,79,29,91,59,81,38,83,61,91,60,83,30,92,14,91,82,78,32
naswwwedsx,530,9026,OTH,PSN,R. Mika,84,88,9,95,21,68,22,79,24,83,24,80,10,86,29,100,5,85,21,84,33,82,23,94,38,79,24,76,13,86,15,87,32,80,10
Zeusb_BR,392,8659,BRA,PSN,Karin,84,85,7,64,14,92,14,92,13,100,23,77,9,73,23,68,19,88,25,86,36,86,30,75,49,86,29,94,18,85,14,92,57,75,12
SimSim,738,8615,NOR,STEAM,Dhalsim,89,0,0,88,42,84,33,82,35,94,17,89,29,86,69,95,24,94,69,96,53,97,35,89,89,83,42,80,30,75,12,90,123,97,35
AzizSensei,607,9141,USA,PSN,Claw,71,80,25,61,31,78,19,61,36,64,31,52,34,74,51,57,14,79,44,64,31,73,38,79,58,68,44,68,44,68,19,79,72,75,16
Prodigal_Son,366,9187,DEU,PSN,Ken,80,77,9,76,13,90,20,88,9,66,9,100,11,94,35,100,7,83,36,76,30,75,12,53,39,64,25,80,15,88,9,90,42,80,10
Vi0lents0nic,175,8623,USA,PSN,Nash,88,100,6,66,3,80,5,80,5,100,1,66,3,100,8,100,2,66,6,91,12,100,3,100,11,100,2,100,2,83,6,83,12,100,1
Raizen-SP,768,9355,BRA,PSN,Dictator,81,100,16,75,52,95,22,100,15,85,27,83,37,85,62,72,18,67,83,74,54,69,53,81,90,92,39,77,62,85,21,96,85,84,32
ssslllooowww,749,8725,AUS,STEAM,Ken,85,96,28,91,24,93,31,82,51,88,26,82,29,61,42,92,14,81,60,93,48,94,36,82,93,87,33,80,41,90,11,87,156,84,26
patmonsta209,377,8656,LBR,PSN,Nash,88,66,3,80,25,80,21,92,27,81,16,83,12,88,25,71,7,94,39,88,27,85,21,92,25,96,25,86,23,83,18,95,48,71,14
ShakzDeniro,388,8816,GBR,PSN,Dictator,77,100,3,81,16,69,13,46,15,82,17,83,6,81,22,70,10,78,32,80,25,55,9,77,31,71,14,84,13,72,11,88,44,85,7
YOGAMEWIZARD,387,8984,USA,PSN,Chun Li,82,100,3,92,26,81,16,84,32,83,18,50,10,93,33,58,17,96,32,79,34,80,26,83,37,73,23,78,33,73,15,87,24,75,8
AkiraHayama,369,7028,OTH,PSN,Cammy,80,68,16,61,13,76,13,90,10,83,12,50,6,86,22,0,0,84,25,85,21,87,16,77,18,69,23,73,15,100,6,89,47,100,2
D-Rezz,383,9090,USA,PSN,Necalli,80,80,10,85,14,92,13,85,14,83,18,78,23,70,17,80,5,81,27,77,27,71,14,71,28,79,29,87,16,85,14,77,27,100,4
Excelancer,363,8493,USA,PSN,Karin,87,100,1,96,26,100,14,86,22,79,34,85,14,82,35,83,12,80,25,77,22,95,40,90,21,77,18,89,19,100,16,92,38,100,6
PhenomTheBeast,184,8778,NOR,STEAM,Dictator,89,100,8,0,0,100,6,64,14,100,4,100,3,100,7,87,8,83,12,100,14,100,9,85,7,84,13,80,5,100,2,91,34,100,2
Boltstrike_I,653,8782,GBR,PSN,Claw,74,96,25,47,23,92,39,71,14,81,16,50,30,75,77,65,23,90,43,81,48,68,32,75,33,66,57,79,29,60,40,77,98,80,15
BCW_Chanrith,341,8497,USA,PSN,Dictator,85,100,9,71,32,96,26,100,26,100,7,84,19,82,39,100,6,70,40,86,22,94,17,68,25,83,12,87,8,85,14,96,28,90,11
DOOMSNAKE507,355,9136,OTH,PSN,Claw,74,85,14,60,20,54,11,63,11,75,16,66,15,64,34,71,7,96,30,73,19,69,26,82,46,76,13,45,24,76,13,85,48,85,7
JyunHan,210,9260,ISR,STEAM,Ken,95,100,4,100,7,84,13,90,11,100,5,100,4,100,23,80,10,100,20,100,19,100,12,90,20,100,10,100,14,80,5,96,25,100,8
HeroOne,704,9551,DEU,STEAM,Claw,79,88,25,70,17,73,38,80,21,88,25,85,28,76,52,78,14,74,39,70,61,59,42,90,53,73,30,75,20,68,19,87,109,87,31
ShallowHaven,941,9811,USA,PSN,Dictator,79,90,31,84,44,85,49,57,49,66,62,76,25,82,47,72,22,83,71,80,66,75,49,92,71,85,55,71,52,81,27,82,108,80,15
samboner,774,8289,USA,PSN,Nash,71,86,15,66,48,73,49,69,52,50,42,65,40,78,56,53,28,74,79,83,48,72,72,61,63,85,34,66,53,72,22,85,54,77,18
Punishere,629,9997,USA,STEAM,Chun Li,84,100,4,85,28,88,35,88,27,89,28,65,26,92,28,80,15,89,48,78,42,82,51,92,82,74,43,75,45,96,25,83,77,92,25
shimolen,562,8999,JPN,PSN,R. Mika,80,100,7,91,24,90,22,64,37,95,21,66,18,67,40,92,13,89,46,87,62,76,26,80,68,62,43,88,25,84,44,75,56,90,10
