Player,Games,LP,Region,Platform,Character,Overall,AlexWin,AlexGames,BirdieWin,BirdieGames,CammyWin,CammyGames,ChunWin,ChunGames,ClawWin,ClawGames,DhalsimWin,DhalsimGames,DictatorWin, DictatorGames,FangWin,FangGames,KarinWin,KarinGames,KenWin,KenGames,LauraWin,LauraGames,NashWin,NashGames,NecalliWin,NecalliGames,RMikaWin,RMikaGames,RashidWin,RashidGames,RyuWin,RyuGames,ZangiefWin,ZangiefGames
zet-familia,521,8931,JPN,STEAM,Ryu,84,81,11,85,20,73,46,82,29,90,21,73,15,93,31,81,11,85,40,80,35,85,21,88,44,85,40,87,24,96,29,87,71,70,10
CF_Marvelous,435,10415,BRA,PSN,Dhalsim,89,81,22,82,29,100,17,100,12,100,15,85,21,89,57,88,9,93,29,89,19,87,39,97,41,66,21,88,25,66,12,94,55,100,12
digosPTF,231,8171,PRT,PSN,Dictator,84,87,8,50,4,100,13,68,16,91,12,100,6,60,25,66,3,95,21,88,18,70,10,93,16,85,14,85,7,73,15,100,35,75,8
huntaNX,597,10005,JPN,PSN,R. Mika,82,100,3,72,22,84,33,85,34,83,12,86,15,84,51,66,15,75,45,85,61,92,25,85,42,80,60,75,44,80,41,84,46,85,14
Vegas7,666,10053,BRA,STEAM,Claw,77,100,6,90,22,74,39,88,35,73,42,81,11,75,33,92,27,56,80,87,62,86,52,77,63,70,34,75,24,73,23,69,65,92,25
HiroEC1,305,8958,USA,PSN,Dictator,83,100,5,56,23,100,18,53,15,85,14,85,7,92,14,60,10,96,30,86,50,75,24,90,20,100,11,88,9,66,6,91,45,75,4
Madnificent,185,8092,GBR,PSN,Rashid,85,0,1,80,5,100,10,100,3,80,15,72,11,81,16,80,5,81,22,85,21,100,12,80,15,80,15,100,5,100,7,95,21,100,1
EBAR-cIAW,354,8022,FRA,PSN,R. Mika,90,0,0,84,26,90,20,94,17,77,18,92,13,92,41,86,15,95,22,89,19,96,28,87,39,88,17,88,17,87,8,92,40,100,14
Edgoos,221,8782,FRA,STEAM,Nash,84,100,5,77,9,100,13,93,16,81,11,60,10,94,18,85,7,66,9,89,19,100,6,82,17,66,12,66,3,77,9,88,35,81,11
hotaru23,632,8801,JPN,STEAM,Zangief,77,75,24,70,30,89,29,75,49,84,25,61,18,66,42,84,19,80,47,69,65,79,34,65,44,82,45,76,26,86,45,84,66,87,24
RuLeeee,334,8590,CAN,STEAM,Cammy,80,92,27,73,19,88,9,66,24,84,19,100,6,80,21,88,9,85,14,66,30,100,24,86,23,75,20,60,30,82,17,81,27,92,13
saidolook,143,7985,JPN,PSN,Nash,86,100,1,100,8,100,7,72,11,100,7,0,2,100,7,66,3,85,14,80,10,100,4,75,12,100,10,71,7,87,8,91,23,77,9
DANSLIP,545,10123,USA,PSN,Cammy,78,73,19,95,20,81,49,72,29,70,17,66,27,75,29,83,12,84,38,82,45,76,46,77,48,65,32,78,64,88,17,88,45,87,8
nyansig,475,9999,JPN,STEAM,Cammy,82,88,9,84,26,65,26,83,42,68,29,64,14,75,28,75,28,86,43,89,29,90,31,83,48,84,13,96,25,92,28,84,46,70,10
Soul_Bison,148,9072,FRA,PSN,Dictator,90,100,10,100,8,75,4,87,8,100,4,100,2,63,11,50,2,100,10,89,19,93,15,93,16,80,5,100,8,33,3,100,22,100,1
basilisk_time,282,8313,JPN,PSN,Chun Li,89,0,0,92,14,92,26,75,8,100,12,83,6,95,21,80,10,87,24,92,25,93,16,81,32,94,19,93,16,86,15,84,33,80,5
bowerman51,877,10130,JPN,STEAM,Laura,79,94,17,76,30,70,55,87,49,84,32,54,33,84,52,79,29,77,66,78,76,85,64,84,71,76,43,86,58,74,51,80,125,73,26
knuckle01,786,9022,JPN,STEAM,Ken,76,95,23,68,22,70,30,65,46,79,44,63,33,80,45,85,27,74,78,81,64,80,40,74,81,71,38,80,51,82,39,80,92,78,33
angelapickles,540,9313,OTH,PSN,Dictator,85,100,6,89,39,86,29,66,24,78,28,83,30,79,43,100,11,78,42,84,52,86,36,89,46,94,35,83,30,66,18,98,58,76,13
Dizziness,356,8313,KOR,STEAM,Chun Li,83,82,17,78,14,70,24,58,17,85,14,83,12,85,28,84,13,95,21,79,39,95,22,93,30,83,12,75,24,88,9,81,48,100,11
ChrisSenpai,341,8195,USA,PSN,Ryu,84,90,10,93,15,75,12,88,18,72,18,75,12,90,22,100,5,89,19,84,19,80,20,69,13,72,18,81,11,100,6,96,27,100,5
hakujin0914,353,7484,JPN,PSN,Dictator,79,93,15,100,3,90,21,60,23,75,8,90,10,68,22,62,8,86,37,81,32,70,27,71,28,74,31,88,18,85,20,81,43,85,7
Rewrite1124,260,8139,JPN,PSN,Dictator,81,100,4,66,6,88,25,75,20,88,9,84,13,72,33,83,6,87,16,90,20,64,17,92,13,88,17,82,17,85,14,80,25,50,2
Tourniquet,912,10583,KOR,STEAM,Claw,81,82,34,80,26,79,58,75,52,83,36,64,25,70,40,94,18,86,80,84,83,70,44,80,110,82,51,94,18,83,48,88,131,72,25
numamitai,401,7997,JPN,PSN,Dictator,85,0,0,72,18,79,29,92,27,100,8,80,10,88,25,75,12,96,31,82,29,77,18,73,45,88,25,85,14,90,21,95,41,85,14
AfroCole,248,8120,USA,STEAM,Dhalsim,79,71,14,100,13,87,8,100,5,37,8,100,3,72,22,100,1,67,31,90,21,82,23,88,17,61,13,92,13,100,8,75,32,85,14
PSN_Network,195,7975,LBR,PSN,Chun Li,81,100,5,66,6,100,9,81,11,100,5,50,14,100,11,100,2,80,15,66,12,81,11,87,16,80,10,75,20,62,8,96,27,76,13
Beta_Max,218,7499,USA,STEAM,Dictator,79,50,8,86,15,88,9,50,10,70,10,83,12,88,17,66,3,76,21,87,24,66,9,89,19,90,11,66,12,100,3,83,31,66,3
TimeRocker,377,7958,USA,PSN,Nash,88,100,1,86,22,88,27,73,19,77,22,83,12,85,27,100,12,88,27,86,23,95,24,82,34,86,23,94,19,89,19,96,55,90,11
YoungTon,1321,10317,BRA,STEAM,Karin,82,84,38,78,51,80,51,88,77,65,52,78,32,78,87,81,11,66,128,88,93,93,101,83,74,79,102,92,68,90,20,87,172,76,34
TheMochaLatte,647,8550,USA,PSN,Ken,80,80,10,63,19,63,38,77,49,71,39,70,31,85,69,85,21,85,55,81,33,88,35,81,65,86,37,91,34,91,24,80,65,73,23
KGDG07,327,8196,TUN,PSN,Chun Li,74,80,5,100,7,57,14,50,6,62,24,100,12,76,13,100,5,69,52,70,17,87,31,62,40,90,11,85,14,42,14,86,43,100,6
MuscleCop,370,9001,USA,STEAM,Cammy,78,95,21,46,13,77,9,68,25,75,33,61,13,64,14,33,3,84,33,89,37,77,18,76,43,68,25,83,18,81,16,90,43,83,6
Erinia,422,7937,GBR,STEAM,Karin,77,100,3,69,26,66,21,70,20,76,17,58,12,62,40,87,8,79,39,96,25,73,30,100,22,70,24,78,37,74,27,83,60,88,9
hotoke_san,1133,7752,JPN,PSN,Dhalsim,74,80,31,81,49,86,102,76,68,77,79,68,19,78,55,84,25,67,79,77,95,64,73,76,100,75,80,67,73,62,59,73,117,75,29
tboykin,679,9044,USA,PSN,Ken,73,82,17,80,25,76,47,66,42,60,41,87,8,61,47,66,24,61,26,75,24,87,33,59,47,76,25,78,33,82,23,87,71,66,18
Nemonic,326,9468,USA,PSN,Ryu,83,78,14,100,5,95,22,77,36,90,10,68,19,76,17,0,2,77,31,85,21,88,26,100,21,68,19,80,20,86,15,90,41,100,7
SOABrenoF1ght3rs,408,7853,BRA,PSN,Ken,78,100,11,77,18,82,23,69,23,84,19,58,12,81,22,60,10,73,23,82,29,80,46,87,24,50,16,77,27,70,10,81,54,83,6
DBJ-ET,378,8473,OTH,STEAM,Laura,80,93,16,88,18,70,17,70,27,87,16,94,19,86,36,90,11,88,17,80,21,75,29,85,40,63,22,100,15,77,18,57,33,100,10
SweetDaddyGoodLo,294,7874,USA,PSN,Fang,88,0,0,93,15,100,15,100,8,93,15,92,13,81,22,75,4,88,26,89,28,80,15,90,30,81,27,80,15,100,13,81,27,92,13
Awhile,327,8542,USA,STEAM,Karin,78,76,13,69,23,91,12,61,39,85,7,60,15,77,18,100,5,84,51,78,32,73,19,84,19,69,13,75,4,100,8,86,37,90,10
RAYG4000,684,7748,USA,PSN,Karin,73,64,17,78,41,60,30,81,38,67,55,80,26,76,64,82,17,67,65,80,45,82,40,70,58,76,39,68,32,82,23,67,73,66,21
KingHarlequin,301,7852,USA,STEAM,Dictator,81,0,0,79,24,78,19,68,16,78,19,90,11,64,25,71,7,84,39,94,18,93,16,75,24,89,19,92,14,71,7,82,34,77,9
Lord_Float,1042,8361,USA,PSN,Nash,73,89,39,63,44,60,48,66,66,66,63,46,30,65,86,67,37,68,82,78,74,79,63,81,70,82,56,58,53,81,37,84,136,88,18
Packz93,278,8160,GBR,PSN,Karin,82,33,6,85,20,90,11,83,6,91,12,81,16,85,40,100,4,90,22,87,16,95,22,83,18,61,18,70,17,100,8,79,34,62,8
Fitizen,371,9277,DEU,STEAM,Claw,85,100,2,84,25,80,15,94,19,90,11,66,6,70,34,71,14,100,32,89,29,78,23,87,32,81,22,80,21,100,7,90,54,84,25
ebiumino1,436,7468,JPN,PSN,R. Mika,81,100,16,85,28,75,32,73,34,69,13,100,9,70,10,93,15,81,32,94,37,92,25,75,41,88,18,92,25,81,27,69,69,80,5
BurningG,603,8127,USA,STEAM,Chun Li,93,100,10,92,27,90,11,90,21,85,14,90,10,96,31,100,11,100,20,92,25,94,39,95,42,88,42,96,26,90,21,96,31,83,18
MyNameWasTaken,293,7744,MEX,STEAM,Claw,75,79,24,80,5,78,14,53,15,87,8,42,14,100,11,85,7,63,22,75,33,100,19,85,20,63,22,68,16,100,8,78,23,60,10
chopsocky,511,7516,DEU,STEAM,Birdie,78,100,4,88,9,82,17,71,14,62,8,75,8,80,20,83,6,80,20,95,23,100,5,76,13,83,18,72,11,80,5,68,29,55,9
RichardNguyen420,300,7999,BRA,STEAM,Rashid,86,76,13,88,9,81,22,58,12,62,8,100,6,89,37,100,4,90,22,90,21,92,13,81,22,81,16,95,24,90,22,88,18,100,12
RNS_DCHUSTLE,439,8786,LBR,PSN,Necalli,73,86,23,71,21,65,32,63,11,64,14,45,11,79,29,77,9,63,33,64,31,73,26,90,20,90,11,70,30,100,3,82,40,66,12
Senpai,145,7845,OTH,PSN,Laura,89,100,10,100,4,83,6,100,7,87,8,87,8,100,12,100,6,60,5,100,11,81,11,90,30,0,0,100,7,80,5,81,11,33,3
Pillowofwind,653,8672,USA,PSN,Necalli,78,100,15,85,27,78,41,79,29,70,37,73,23,86,60,90,10,77,57,79,39,86,36,79,63,80,40,66,54,47,17,75,84,100,21
stigmata,540,9186,JPN,PSN,Necalli,78,72,11,69,23,82,40,74,39,76,17,78,28,81,38,75,12,84,33,90,41,73,30,72,36,75,45,85,28,71,38,88,53,71,28
crusher0809,397,8555,JPN,STEAM,Birdie,83,66,3,85,14,90,21,88,42,92,13,64,14,67,28,55,9,93,29,91,24,74,27,81,33,95,21,86,15,84,25,81,61,88,18
DumpTheFatty,174,8528,JPN,PSN,Alex,90,85,7,80,5,91,12,78,14,100,7,100,3,100,9,100,4,100,13,100,16,100,3,86,15,100,8,100,5,80,10,77,9,80,10
semy28,314,8608,DEU,STEAM,Ryu,81,70,10,87,16,70,17,92,13,85,14,50,10,81,33,66,9,85,42,77,22,100,9,88,26,73,19,68,19,100,7,85,35,92,13
kyadhi2,260,9301,JPN,PSN,Nash,85,100,9,78,14,81,16,63,11,76,17,75,8,76,13,70,10,100,19,90,20,78,14,100,9,94,19,100,9,80,10,85,48,100,14
RonaldinhoBR,888,7805,BRA,PSN,Nash,83,100,10,90,52,72,40,88,26,85,40,65,38,75,61,79,29,80,91,84,88,84,59,88,78,81,49,77,62,95,22,90,103,88,35
Spizder,255,7368,SRB,STEAM,Ken,81,33,3,76,17,100,4,80,5,100,6,100,4,64,17,80,5,85,21,87,8,100,6,73,19,72,11,80,10,77,9,90,30,83,6
BTM_Brian,169,8564,GBR,PSN,Chun Li,84,100,1,70,10,90,10,87,8,100,6,60,5,89,29,100,1,84,13,100,10,70,10,93,15,90,10,77,9,75,8,75,16,100,3
iori-jr,308,7992,JPN,STEAM,Ken,77,88,9,100,3,75,16,91,34,71,7,75,8,53,13,76,13,63,19,66,30,83,12,78,37,81,22,90,10,86,23,75,45,80,5
ano0315,254,8424,JPN,PSN,R. Mika,74,100,10,63,11,72,18,70,27,75,8,100,4,100,9,100,3,100,13,55,20,66,15,79,24,73,19,70,20,53,13,76,30,80,10
ValhallaRoom,245,9310,JPN,PSN,Cammy,85,92,13,75,8,81,11,70,10,76,17,77,9,93,15,100,2,71,14,100,14,95,20,88,26,84,25,80,10,100,9,84,32,80,10
OmGiTzRMika,560,7708,OTH,PSN,R. Mika,69,0,0,61,42,78,23,58,34,81,33,61,21,75,54,65,26,62,48,75,33,79,39,66,48,66,36,75,33,60,23,66,24,60,15
Fuhaj1n,528,8224,BEL,PSN,Nash,69,81,16,84,19,62,35,66,36,61,21,64,14,49,51,52,17,85,48,88,42,63,38,51,58,77,22,73,19,70,24,87,55,75,12
Techular,394,7384,GBR,STEAM,Birdie,73,100,3,56,30,63,19,73,15,65,20,64,17,67,64,75,8,75,28,91,23,89,19,79,29,50,22,93,15,100,11,77,53,83,18
DrKongFu,625,8486,USA,PSN,Chun Li,75,80,25,75,20,72,50,78,33,77,22,50,18,73,64,75,20,74,66,78,42,85,41,57,28,71,49,70,41,76,17,84,78,100,11
Th3fAcKiNgKiNg,405,8020,OTH,PSN,Dhalsim,87,100,3,100,11,92,13,100,16,77,31,92,14,86,23,66,3,88,26,86,29,91,12,88,60,72,40,87,32,66,15,94,58,94,19
UA_Saionide,387,7772,USA,PSN,Ken,87,85,7,92,13,90,21,83,31,100,8,84,19,90,31,100,6,79,29,80,31,96,26,87,41,84,19,87,33,100,9,82,47,93,16
mattypie,345,7752,USA,STEAM,Chun Li,82,0,0,94,18,64,28,82,23,90,10,84,19,91,24,100,9,77,27,83,12,95,22,88,25,79,24,86,22,73,19,78,42,78,19
RanellyBelly,512,7722,USA,PSN,Chun Li,78,85,7,80,36,68,19,74,31,80,30,77,22,77,35,86,15,95,40,77,35,76,25,76,47,75,45,65,29,64,17,89,55,75,24
BCW_Pabbs,404,7885,USA,PSN,Birdie,83,100,2,80,20,73,23,82,28,95,24,91,12,96,31,66,6,92,38,72,22,74,31,86,36,86,37,85,27,38,13,92,39,78,14
snackdog99,131,7629,USA,PSN,R. Mika,86,100,3,100,1,0,0,100,1,0,1,100,2,80,5,0,0,100,5,60,5,83,6,90,11,100,2,50,2,100,1,100,5,100,2
ShinobiRain,412,7991,JPN,PSN,Ryu,81,100,23,82,23,83,30,81,16,57,14,66,18,80,25,57,7,75,28,88,34,89,29,64,31,89,19,75,29,83,24,90,50,81,11
bobby_syoryuken,1075,7620,JPN,STEAM,Ryu,73,100,14,67,37,65,60,64,77,79,49,52,38,70,61,65,20,72,110,68,77,82,73,72,98,67,70,73,79,88,42,80,142,89,28
Townerjamz,770,9688,OTH,PSN,Dhalsim,80,88,52,67,132,80,26,90,41,88,25,90,30,77,27,87,16,71,52,80,46,84,38,92,64,73,56,73,57,77,9,87,63,90,30
FightCoachFight,366,7717,USA,PSN,Birdie,90,0,0,96,25,100,17,86,22,78,19,75,20,88,18,92,13,93,30,86,29,88,27,82,29,95,24,89,19,91,12,97,38,100,8
NeverKnowsBest,931,7705,USA,STEAM,Ken,72,75,24,65,60,78,32,71,69,65,52,52,44,69,63,60,15,75,70,75,61,76,56,71,84,71,49,73,49,60,35,81,135,77,31
RoyalMist,652,8997,USA,PSN,Birdie,84,88,18,87,33,70,37,71,32,83,24,77,9,97,43,100,10,84,38,78,37,76,38,89,49,82,34,78,32,80,26,92,65,85,21
DT_Picoro,675,7872,PER,PSN,Dictator,86,100,10,83,54,100,8,66,3,94,58,71,28,90,21,86,46,94,133,88,25,58,55,92,56,93,31,91,23,60,10,94,76,71,38
dain111,690,7865,JPN,STEAM,Dhalsim,77,80,10,83,24,79,48,77,36,94,17,58,24,86,46,68,29,81,59,77,68,88,45,66,62,68,47,63,36,73,53,83,72,84,13
nooblet92,926,10041,OTH,STEAM,Ryu,74,92,26,72,22,92,39,67,40,68,35,95,21,40,121,100,7,74,82,68,83,85,40,70,113,69,23,84,92,88,17,92,111,73,49
Ben_QQ,332,7678,DNK,STEAM,Dictator,83,100,4,85,28,92,13,77,18,93,16,63,11,75,33,57,7,91,34,82,28,57,14,96,30,92,14,72,11,80,10,87,49,70,10
r0ckaboi,177,8318,USA,STEAM,Dhalsim,86,0,0,100,7,91,12,83,6,100,7,57,7,85,14,100,1,70,10,77,9,75,8,100,11,83,6,100,8,100,2,85,7,100,6
OrangeMan,474,9683,CAN,STEAM,Rashid,81,72,37,77,22,72,25,70,27,79,29,61,13,89,55,66,12,81,37,84,44,79,24,96,32,87,8,88,17,88,9,85,63,85,20
DSC-Khannibal,392,8003,MEX,PSN,Alex,68,100,1,100,8,77,9,45,11,41,17,75,12,70,10,40,5,60,5,70,20,90,11,82,17,73,15,46,13,72,18,66,21,75,8
Oppaopp4,717,9204,JPN,STEAM,Laura,77,93,15,69,23,73,64,78,56,82,23,79,24,72,36,60,15,79,54,83,60,74,55,78,70,85,49,69,43,76,43,72,69,88,18
kojimax,330,8209,JPN,PSN,Nash,81,100,2,71,7,76,26,83,12,78,14,93,15,73,26,62,8,90,32,90,22,80,20,71,35,74,31,64,14,87,24,91,37,100,5
StDxBlitzMan,204,8427,CAN,PSN,Karin,81,76,13,92,13,75,4,80,10,40,5,54,11,83,18,66,6,77,18,87,16,100,9,100,18,63,11,85,7,80,5,81,32,100,4
SypherFlame,644,8767,USA,PSN,Necalli,74,81,27,76,25,80,35,68,38,82,41,80,26,64,53,64,17,78,56,82,46,72,37,72,54,62,37,75,37,81,16,75,86,69,13
Mignon_Luffy,313,7981,FRA,PSN,R. Mika,80,100,3,75,12,94,18,63,22,80,5,100,4,92,25,66,6,80,10,75,29,100,7,82,23,61,13,90,11,100,3,80,36,69,13
Tyrant_UK,1084,10216,GBR,PSN,Dictator,79,82,34,76,72,65,46,83,42,88,62,88,42,72,112,78,23,84,64,86,60,70,86,75,102,72,59,75,48,83,24,84,167,85,41
Jhunze,731,7681,USA,PSN,Laura,72,94,18,70,44,58,34,81,43,94,34,60,33,75,80,76,17,71,59,55,45,87,32,73,52,58,46,67,37,73,38,77,83,68,22
SFGIEF,325,7710,USA,PSN,Zangief,68,100,6,53,13,85,20,53,15,62,16,66,9,80,21,66,6,75,36,66,24,69,23,42,26,65,26,65,29,88,9,88,35,18,11
RZampa,276,7795,BRA,PSN,Dictator,87,100,2,88,9,100,7,86,15,84,13,57,14,83,6,57,7,100,19,75,24,90,10,93,15,93,16,83,6,88,9,95,48,80,5
botbMagneto1080p,765,8015,USA,PSN,Karin,78,83,18,80,52,86,36,64,48,64,37,64,25,86,44,93,16,77,80,88,52,76,47,80,61,74,39,80,47,80,20,79,67,74,31
Jazdero,852,7251,MEX,PSN,Karin,71,80,25,65,26,68,41,50,30,66,24,52,21,68,47,45,11,84,57,83,36,87,32,55,54,69,56,80,30,83,12,87,55,71,39
Nimo_0,790,8229,GBR,STEAM,Necalli,83,0,0,89,29,76,21,75,56,75,32,92,14,70,81,94,19,87,73,90,52,80,52,75,66,92,54,91,34,75,24,93,115,80,15
P4AU-PLAYER,515,7691,USA,STEAM,Ken,79,0,0,74,31,76,30,77,48,88,25,91,12,78,37,87,16,75,58,86,30,85,34,81,61,63,22,82,35,69,13,82,51,75,12
sfchamp84,625,7796,USA,PSN,Necalli,73,80,36,64,31,70,34,65,20,78,33,69,26,58,41,75,28,71,67,73,41,75,49,80,46,66,30,73,42,73,15,90,51,72,22
Hado_Bramzou,346,8298,FRA,STEAM,Rashid,82,91,12,87,8,70,24,84,25,63,19,92,13,66,36,90,11,95,20,94,36,64,17,86,22,87,16,85,14,88,18,88,50,80,5
Soltis,503,7685,USA,STEAM,Fang,72,77,9,64,31,71,14,76,26,72,22,50,18,58,62,69,13,75,49,87,31,62,32,79,44,68,29,70,34,78,28,89,46,84,13
X_Y_Z_Z_Y,955,7969,KOR,STEAM,Birdie,74,92,13,82,40,74,63,65,38,78,23,72,37,78,71,72,37,71,98,75,69,67,64,75,106,80,41,73,52,73,69,71,113,76,21
crispyb0i,466,8188,USA,STEAM,Fang,77,72,25,65,20,55,9,66,27,66,21,65,32,69,36,100,15,78,38,90,41,80,31,82,34,71,35,80,26,81,11,84,45,100,13
flcln9,382,7930,RUS,PSN,R. Mika,86,95,20,75,20,95,20,63,19,100,7,44,9,90,32,61,21,91,36,95,24,81,11,93,15,89,38,80,20,90,11,91,47,93,32
Tnatchie,463,7215,USA,PSN,Dictator,67,77,9,50,24,63,41,60,23,88,26,61,21,53,41,83,6,50,34,64,31,60,25,80,47,76,25,68,35,76,13,81,49,72,11
OmegaGreen,602,8405,OTH,PSN,Dictator,79,70,10,66,21,69,23,82,34,68,19,33,12,87,31,85,28,89,46,87,54,87,31,76,69,76,51,64,51,75,32,89,69,78,19
XsK_Samurai,237,7470,USA,PSN,Ryu,84,75,8,80,5,90,11,90,11,100,6,100,1,89,29,66,3,100,18,68,19,100,16,96,25,57,19,84,19,77,9,80,30,87,8
Lv_Deceptionz,705,7496,CAN,PSN,Claw,76,75,12,75,53,84,25,82,34,74,35,80,30,74,51,92,14,75,57,72,33,71,49,68,73,80,47,76,39,85,20,73,53,84,19
uramakiroll,369,7723,JPN,PSN,Rashid,72,83,6,66,21,85,20,57,26,66,15,75,4,68,16,100,5,72,29,75,20,75,33,68,29,71,28,72,25,62,24,90,32,55,9
tenafly_viper,569,8729,USA,STEAM,Birdie,78,61,18,90,30,90,30,54,50,84,45,72,18,75,53,75,16,75,54,72,29,70,37,77,36,95,24,94,17,80,20,87,71,100,7
psxsquall,492,7879,USA,STEAM,Claw,80,93,15,67,28,81,22,57,26,90,11,83,18,74,31,100,9,77,58,83,30,93,32,76,47,71,39,82,46,96,25,80,42,84,13
Pavocado,296,7683,USA,STEAM,R. Mika,88,0,0,100,14,80,15,92,13,100,17,80,5,87,24,75,4,87,31,87,33,80,21,100,18,78,28,96,25,100,3,87,32,92,13
GiganticTager,872,8308,GBR,PSN,Dictator,75,86,30,79,54,60,41,77,44,77,40,70,27,62,100,73,30,72,70,82,67,80,45,74,71,79,72,71,32,62,24,83,109,73,15
MikotoSuoh,118,7674,GBR,PSN,Ryu,94,0,0,71,7,100,8,100,1,100,5,100,3,100,7,100,4,100,10,100,4,100,6,87,16,100,5,100,6,92,13,95,20,100,3
enji_ps4,627,8033,JPN,PSN,Rashid,69,86,22,62,24,76,43,63,38,80,25,56,16,76,26,75,20,70,57,76,67,72,40,60,70,45,20,74,39,74,27,67,67,75,8
WhiteBl4ck,324,7748,FRA,PSN,Ken,79,100,6,85,14,76,21,100,15,85,7,50,8,75,33,66,12,67,34,73,15,80,15,89,29,88,17,88,17,57,7,79,63,90,11
RayRay,1160,9976,USA,STEAM,Chun Li,78,88,25,86,102,74,55,91,45,75,64,78,46,72,84,75,36,84,132,73,108,81,79,79,82,70,72,80,47,76,50,77,116,88,17
Nightcross,223,8348,BEL,STEAM,Dhalsim,83,100,7,63,11,69,13,92,13,77,9,66,21,84,13,75,4,86,15,85,14,87,8,94,18,77,9,92,13,100,14,82,28,92,13
AcceleratorXiv,860,7013,JPN,STEAM,Nash,65,91,23,70,17,59,84,53,76,54,33,58,24,61,49,77,22,69,83,75,87,37,54,72,90,60,41,57,33,59,37,82,74,75,33
kamome,276,8567,JPN,PSN,Nash,86,100,5,88,9,94,17,83,12,80,10,66,9,93,16,84,13,93,45,87,16,90,21,82,23,72,18,76,13,76,17,92,28,75,4
kofROMANCE,304,8657,USA,PSN,Karin,78,88,17,71,59,100,10,100,10,85,7,64,28,100,5,0,0,88,18,100,12,81,11,73,38,70,10,65,26,71,14,96,28,72,11
Tequ1la,241,7645,BRA,STEAM,Birdie,83,100,6,81,11,90,22,100,13,73,23,87,8,73,30,50,4,81,11,90,22,63,11,83,12,75,29,100,5,100,3,92,25,100,5
SabugoFresco,501,7975,BRA,PSN,Dhalsim,80,52,21,55,18,78,32,81,16,100,10,37,16,86,50,50,4,73,60,100,21,95,42,75,66,80,36,87,16,100,5,88,71,88,17
MosBonge,267,7472,JPN,STEAM,Birdie,78,75,8,66,3,66,15,66,9,80,15,90,10,75,16,100,3,86,43,78,23,82,23,52,21,100,21,100,8,61,13,83,18,66,18
renze85,419,8071,AUS,STEAM,Chun Li,81,0,0,66,6,100,13,92,13,92,25,61,13,82,17,63,11,75,28,72,36,71,7,90,60,61,21,93,31,81,11,80,62,79,49
Tuturuu,575,7653,CAN,STEAM,Karin,85,0,0,76,26,83,31,60,46,92,25,74,27,78,37,88,17,92,51,85,62,78,28,88,51,89,29,92,27,100,14,96,75,93,15
PRO7OTYPE,645,7471,USA,PSN,Alex,73,92,13,100,8,63,22,57,19,60,23,91,12,83,12,66,9,56,32,70,20,80,10,82,35,81,16,64,25,100,5,76,42,75,12
yu5ririn,209,7655,JPN,PSN,Dictator,81,0,0,85,7,75,20,76,13,71,7,66,6,44,9,80,5,100,19,85,21,87,16,93,16,100,12,88,17,66,9,76,26,66,6
JF_RottenX,251,8092,GRC,PSN,Dictator,86,80,20,75,16,75,12,83,12,50,6,90,11,77,18,83,6,92,14,94,18,75,8,90,22,92,14,88,18,75,4,97,45,85,7
BTM_GuN_SLinGa,502,7510,GBR,PSN,Ken,73,81,16,65,20,64,17,75,16,86,15,42,26,62,29,71,7,74,47,76,25,85,21,85,21,73,15,81,11,76,17,86,44,66,15
Dipper,195,8312,MEX,PSN,Karin,92,92,13,91,12,100,7,80,5,66,3,85,7,91,12,75,4,84,13,90,11,100,15,90,21,100,5,94,18,100,9,96,33,100,6
naumanzoh,758,9166,JPN,STEAM,Ken,74,81,27,86,15,69,71,69,59,76,30,68,38,80,40,71,14,71,53,84,58,86,44,64,74,71,42,62,32,69,39,78,98,83,24
kenpachi-BE,312,7639,BEL,PSN,Ryu,82,100,1,85,7,75,16,82,17,85,7,57,19,84,13,100,4,100,18,100,10,80,10,64,14,80,20,33,3,80,10,94,36,100,4
SaltyBoison,344,6697,SWE,PSN,Cammy,78,100,4,42,7,90,10,50,2,76,17,0,3,68,25,60,5,85,20,68,25,100,7,87,24,100,16,92,14,57,7,80,46,100,5
KBradJStorm,205,7608,USA,PSN,Cammy,73,100,2,80,5,73,15,75,12,70,10,100,8,66,18,77,9,57,19,84,19,58,12,80,15,81,16,57,14,83,6,80,20,60,5
AT-Shadow,1051,10168,JPN,PSN,Laura,81,92,38,79,29,85,54,75,72,79,58,68,58,76,73,82,23,77,113,85,111,90,64,80,88,80,60,80,45,76,42,89,111,91,12
BksOnlyHope,932,7238,USA,PSN,Birdie,70,87,24,75,64,76,55,56,41,61,54,65,60,79,64,60,30,77,97,68,60,67,74,70,70,60,65,67,43,71,28,82,84,68,19
Mignon_Evans,291,7392,FRA,PSN,Karin,81,100,6,44,18,90,20,100,9,100,6,66,9,72,37,83,6,100,16,83,18,89,19,68,22,95,24,83,12,85,14,80,47,75,8
FlyGamer,366,9295,USA,PSN,Chun Li,87,100,2,77,18,91,23,100,29,94,19,88,9,84,26,62,8,86,29,84,19,88,17,90,40,75,24,96,29,88,9,87,54,90,11
Fight_Fever,165,7985,USA,PSN,Birdie,84,87,8,75,12,100,9,100,3,83,6,60,5,68,16,75,4,72,11,100,10,100,4,87,16,100,7,87,8,100,4,78,19,100,5
BombitoPR,662,6896,USA,PSN,Birdie,82,66,3,88,26,83,31,66,27,92,26,84,26,85,54,80,21,84,57,83,31,80,47,78,52,91,46,81,44,78,19,85,47,65,20
